16696,-63842445
4586,-586336015
26738,-2055239583
-17788,-738743861
-28313,-706104224
-23457,-63842445
-20900,1078466156
-12252,964377504
-28313,51228026
-11868,-3536499
11460,1078466156
26944,-1995259010
20156,1855042153
-11868,97203778
15061,-63842445
-17788,528419995
-26894,-63842445
-28313,837320573
20156,963883665
-15212,-2055239583
5957,-1995259010
30353,-1011627089
3890,1411429004
-980,-333603940
13672,-63842445
-980,628784462
23015,-252525791
-11868,1052120431
-980,356970043
23015,-217613200
-6061,-586336015
-5734,1078466156
-11868,1318114822
23015,258882280
-2407,1078466156
12089,-63842445
3412,-2132472060
-28129,-2055239583
-980,-270600267
16166,931172175
-7386,100736776
4902,1078466156
20969,-1995259010
22934,-1695419330
3412,-1249487623
3412,1253976194
21186,-586336015
8177,-1995259010
-7386,-1635102480
-11868,1456809245
-20125,-1995259010
-980,-801821285
-980,1310479628
23015,564751472
23015,-893234501
4779,-1995259010
-980,2009785365
-24206,641361618
30353,-1507157031
14400,-825652334
3412,-2081156563
20156,-1618478138
31443,-1968665833
-22311,-2055239583
30353,1241923267
-11868,930596435
-17788,-1361776766
-24206,-1456409156
-7386,-2112062470
30353,1364268303
23015,-1893013623
-17788,-872691214
30353,2044473567
-28137,-63842445
30353,105613996
-6131,-1969080993
-17582,267529350
23015,-276888585
-12252,1956403781
23015,-696928205
-11868,1658440922
-1787,-63842445
-11868,-915441041
-980,-465544127
30353,-1007182618
-980,712692345
20156,1165375499
3412,-1196037018
15404,1078466156
-4117,-1386947816
